Title,Url,Description,Date,Source
"View: Facebook is not biased to the Right, the Right has equal right to free speech",https://economictimes.indiatimes.com/tech/internet/view-facebook-is-not-biased-to-the-right-the-right-has-equal-right-to-free-speech/articleshow/77606202.cms,"In todays internet world, the challenge is real  of balancing free speech with the responsibility of internet platforms to regulate hateful and inciteful content. But to use this power of the platform to attempt to silence or mute the Right is not just wrong, it cannot be permitted. ",2020-08-18T10:59:04+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
"Inside Facebook’s early days of lobbying in India, led by Ankhi Das",https://economictimes.indiatimes.com/tech/internet/inside-facebooks-early-days-of-lobbying-in-india-led-by-ankhi-das/articleshow/77603977.cms,"A Wall Street Journal report published on August 14 claimed that Das, Facebook's public policy director in India, had opposed application of the platforms hate speech rules to posts by BJP leaders.",2020-08-18T08:26:54+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
"Facebook BJP favour row: FB executive Ankhi Das files police complaint, cites online threats",https://economictimes.indiatimes.com/tech/internet/ankhi-das-facebooks-director-for-public-policy-in-india-files-police-complaint-citing-threats-on-social-media/articleshow/77589522.cms," As per media reports, Das has said in her complaint that since the evening of August 14, she has been receiving violent threats to her life and and is 'extremely disturbed' by the relentless harassment meted out to her. She has mentioned a few accounts on Twitter and Facebook in her complaint. ",2020-08-17T15:19:04+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
"Samsung may move part of smartphone production to India, plans to make devices worth $40 billion",https://economictimes.indiatimes.com/tech/hardware/samsung-likely-to-move-part-of-smartphone-production-to-india-plans-to-make-devices-worth-40-bn/articleshow/77582820.cms,"Once Samsungs move fructifies, the company will join iconic smartphone major Apple, which is also in the process of shifting a key part of its production line for smartphones to India. The global smartphone export market is about $270 billion. By value, Apple has a 38% market share and Samsung 22%. ",2020-08-17T08:20:21+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
View: Multilateral cooperation will be the cornerstone of internet economy,https://economictimes.indiatimes.com/tech/internet/view-multilateral-cooperation-will-be-the-cornerstone-of-internet-economy/articleshow/77570833.cms,Countries are vying to control the cyberspace with their own rules. This is antithetical to the very nature of the internet. It can no longer be seen as a mere addendum to citizen and consumer well-being.,2020-08-16T11:40:46+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
Parliamentary panel on IT to look into Facebook's content takedown concerns,https://economictimes.indiatimes.com/tech/internet/parliamentary-panel-on-it-to-look-into-facebooks-content-takedown-concerns/articleshow/77570744.cms,"""I will look into the issues raised & of course seek to hear from those named,"" Shashi Tharoor, Kerala Member of Parliament from the Indian National Congress and chairman of the IT committee, said in microblogging platform Twitter.",2020-08-16T11:18:31+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
Hyderabad: Grocer a director in Chinese company running gambling racket,https://economictimes.indiatimes.com/tech/internet/hyderabad-grocer-a-director-in-chinese-company-running-gambling-racket/articleshow/77570361.cms,"Police officers in Hyderabad are trying to answer this question after Neeraj Tuli, one of the three Indian directors held along with a Chinese national, told investigators that he was just an ordinary grocer who ran a small neighbourhood shop as an extension of his home in Delhis Karol Bagh area. ",2020-08-16T10:30:43+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
The India story after 25 years of internet and how it has transformed our lives,https://economictimes.indiatimes.com/tech/internet/the-india-story-after-25-years-of-internet-and-how-it-has-transformed-our-lives/articleshow/77565596.cms,"Today, the worlds top corporate giants are technology firms, and no company can succeed without digitising large parts of its business.",2020-08-15T22:59:11+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
HCL and Headstrong veteran Arjun Malhotra joins Accolite board as Chairman,https://economictimes.indiatimes.com/tech/ites/hcl-and-headstrong-veteran-arjun-malhotra-joins-accolite-board-as-chairman/articleshow/77549433.cms,"Chief Executive Officer of Accolite, Leela Kaza said that Malhotra has been roped in to help scale up the companys operations and transform into a $500 million enterprise. Founded in 2007, Accolite is a bootstrapped IT services firm and specialises in the BFSI services space. ",2020-08-14T20:50:14+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
"Airtel packs-in 1,000 GB extra data on purchase of XstreamFiber connection",https://economictimes.indiatimes.com/tech/internet/airtel-packs-in-1000-gb-extra-data-on-purchase-of-xstreamfiber-connection/articleshow/77546153.cms,"The offer is for a limited period and applicable on all Airtel XstreamFiber plans, except unlimited data and prepaid broadband plans. It will be available to customers across top cities where Airtel provides XstreamFiber broadband services, including Delhi, Mumbai and Bengaluru.",2020-08-14T17:51:16+05:30,http://economictimes.indiatimes.com/tech/rssfeeds/13357270.cms
"Chinese SUV giant, Great Wall Motors waiting for green light to enter India",https://economictimes.indiatimes.com/industry/auto/auto-news/chinese-suv-giant-great-wall-motors-waiting-for-green-light-to-enter-india/articleshow/77625115.cms,Great Wall acquired General Motors Talegaon factory in January for Rs 950 crore as part of a $1-billion investment plan to participate in Indias fast-growing SUV market. The company has approached DPIIT and the Competition Commission of India ahead of its plan to launch its vehicles in India next year.,2020-08-19T07:50:15+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Fitch sees India's auto demand plunging over 20% in FY21 due to several challenges,https://economictimes.indiatimes.com/industry/auto/auto-news/fitch-sees-indias-auto-demand-plunging-over-20-in-fy21-due-to-several-challenges/articleshow/77614227.cms,"""The domestic auto demand continues to face several challenges and we forecast the overall industry volume declining by more than 20 per cent this fiscal year. This forecast could be revised down if the extent and the magnitude of the pandemic are worse than we expect,"" Fitch said in a report on Tuesday.",2020-08-18T18:29:59+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Toyota Kirloskar launches leasing and subscription services under Mobility Service vertical,https://economictimes.indiatimes.com/industry/auto/cars-uvs/toyota-kirloskar-launches-leasing-and-subscription-services-under-new-mobility-service-vertical/articleshow/77612852.cms,"To start with, Toyotas Mobility Service will provide leasing and subscription to customers in cities like Delhi-NCR, Bangalore and Mumbai and gradually expand it to ten more cities within the first year.",2020-08-18T17:14:05+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
India urges auto cos to cut royalties to foreign parents to boost local investment: Sources,https://economictimes.indiatimes.com/industry/auto/auto-news/india-urges-auto-cos-to-cut-royalties-to-foreign-parents-to-boost-local-investment-sources/articleshow/77610990.cms,"In India's competitive auto market, top-selling carmakers Maruti Suzuki and Hyundai Motor's local unit pay millions of dollars in royalties to parent companies in Japan and South Korean for using their technology and brand to build and sell cars.",2020-08-18T15:47:44+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
"Steel Strips Wheels bags order worth over EUR 1,43,000 from the European Union",https://economictimes.indiatimes.com/industry/auto/auto-components/steel-strips-wheels-bags-order-worth-over-eur-143000-from-the-european-union/articleshow/77606688.cms,Steel Strips Wheels Ltd (SSWL) said similar orders are expected in times to come from other regular customers as the market regains normalcy.,2020-08-18T11:32:22+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Volvo India looks to assemble all its models locally from next year,https://economictimes.indiatimes.com/industry/auto/auto-news/volvo-india-looks-to-assemble-all-its-models-locally-from-next-year/articleshow/77605969.cms,"Our sales this year will be lower than 2019. But we expect to continue to gain market share, Volvo Car India managing director Charles Frump told ET.",2020-08-18T10:56:51+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Force Motors undertakes enterprise-wide cost optimisation in all areas of its vehicle biz,https://economictimes.indiatimes.com/industry/auto/auto-news/force-motors-undertakes-enterprise-wide-cost-optimisation-in-all-areas-of-its-vehicle-biz/articleshow/77591353.cms,"""The key focus is to build business resilience by looking at all aspects of costs straddling material, manufacturing, logistics and support cost elements. The multi-year program titled 'Accelerate' will help Force Motors realign its cost structure while strengthening the businesses ability to react to the volatile environment at both ends of the value chain,""",2020-08-17T16:48:25+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
"Renault launches Duster with 1.3 turbo petrol engine, price starts at Rs 10.49 lakh",https://economictimes.indiatimes.com/industry/auto/cars-uvs/renault-launches-duster-with-1-3-turbo-petrol-engine-price-starts-at-rs-10-49-lakh/articleshow/77588513.cms,"The 1.3 litre turbo version comes in three manual trims priced at Rs 10.49 lakh, 11.39 lakh and Rs 11.99 lakh, respectively, while the CVT (automatic) variants are tagged at Rs 12.99 lakh and Rs 13.59 lakh.",2020-08-17T14:29:51+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
"Re-examining biz, operating models: Ashok Leyland chairman",https://economictimes.indiatimes.com/industry/auto/auto-news/re-examining-biz-operating-models-ashok-leyland-chairman/articleshow/77573697.cms,"In this direction, the company has taken a series of initiatives for sustainable growth, its chairman Dheeraj G Hinduja said.",2020-08-16T16:43:51+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
"Mercedes, Audi expect sales momentum to pick up in festive season",https://economictimes.indiatimes.com/industry/auto/cars-uvs/mercedes-audi-expect-sales-momentum-to-pick-up-in-festive-season/articleshow/77572718.cms,"The German automakers expect introduction of digital initiatives and financial tools, including low EMI solutions, to help them attract more buyers.",2020-08-16T15:12:27+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
"Mahindra unveils all new version of its SUV Thar, launch on October 2",https://economictimes.indiatimes.com/industry/auto/cars-uvs/mahindra-unveils-all-new-thar-launch-on-october-2/articleshow/77561248.cms,"The model, which comes with all new exteriors and interiors, will debut in the country on October 2.",2020-08-15T14:35:17+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
EV makers seek more clarity on Govt allowing sale of vehicles without batteries,https://economictimes.indiatimes.com/industry/auto/auto-news/ev-makers-seek-more-clarity-on-govt-allowing-sale-of-vehicles-without-batteries/articleshow/77560532.cms,"In a bid to promote the adoption of EVs, the road transport and highways ministry on Wednesday notified that manufacturers can now sell electric two- and three-wheelers without a battery, bringing down the upfront cost. Batteries account for up to half of the cost of an EV.",2020-08-15T13:40:07+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Expected good harvest seen boosting demand for tractors and harvesting machines,https://economictimes.indiatimes.com/industry/auto/auto-news/expected-good-harvest-seen-boosting-demand-for-tractors-and-harvesting-machines/articleshow/77550425.cms,"Last month, most tractor manufacturers reported good sales. They see demand increasing in the coming months as the expected good harvest around that time will give farmers more funds to purchase farm equipment. The August-November period accounts for about 45% of the tractors sold in the country every year.",2020-08-14T21:39:02+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
"Auto majors back retail sales numbers, SIAM to stick with wholesale",https://economictimes.indiatimes.com/industry/auto/auto-news/auto-majors-back-retail-sales-numbers-siam-to-stick-with-wholesale/articleshow/77538214.cms,"Experts said retail numbers reflect the mood of the consumers while wholesale numbers amount to companies maximising billing, building inventory and getting a better market share. In April- July, passenger vehicle retail sales have been at 4.25 lakh units versus wholesale figure of 3.51 lakh units.",2020-08-14T10:12:12+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Mega auto sector deals in the slow lane as Covid scuttles plans,https://economictimes.indiatimes.com/industry/auto/auto-news/mega-auto-sector-deals-in-the-slow-lane-as-covid-scuttles-plans/articleshow/77538122.cms,"First up is the Ford-Mahindra JV. Thats already delayed by a quarter, while Tata Motors talks with a potential partner have hit the Covid bump.",2020-08-14T10:10:11+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
"Tata Motors launches country's largest tipper truck, weighs in at 47.5 tonnes",https://economictimes.indiatimes.com/industry/auto/auto-news/tata-motors-launches-countrys-largest-tipper-truck-weighs-in-at-47-5-tonnes/articleshow/77530257.cms,"The truck comes with various features like sleeper cabin, tilt and telescopic steering system, 3-way mechanically-adjustable driving seat and air conditioning, and is priced at Rs 52.81 lakh (ex-showroom Mumbai)",2020-08-13T21:45:47+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Allowing sale of EVs without pre-fitted battery not well thought-out move: Mahindra Electric,https://economictimes.indiatimes.com/industry/auto/auto-news/allowing-sale-of-evs-without-pre-fitted-battery-not-well-thought-out-move-mahindra-electric/articleshow/77527938.cms,"The government on Wednesday allowed sale and registration of electric vehicles without factory-fitted batteries, which account for about 30-40 per cent of the total cost of EVs, and also stated that the batteries can be provided separately by companies. ",2020-08-13T19:28:05+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
COVID-19 Impact: Lockdowns in July and August hit Royal Enfield sales by 20%,https://economictimes.indiatimes.com/industry/auto/two-wheelers-three-wheelers/covid-19-impact-lockdowns-in-july-and-august-hit-royal-enfield-sales-by-20/articleshow/77527518.cms,"The covid-19 has already impacted Royal Enfields new generation product portfolio based on new platforms by 3-6 months the company confirmed. In a bid to churn out more motorcycles, Royal Enfield added the second shift at the Oragadam facility on the outskirts of Chennai, continues to face supply chain challenges due to disruption at vendors factory and availability of workforce at suppliers end.",2020-08-13T19:23:50+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Yamaha launches online sales platform in India,https://economictimes.indiatimes.com/industry/auto/two-wheelers-three-wheelers/yamaha-launches-online-sales-platform-in-india/articleshow/77521635.cms,Japanese two-wheeler major Yamaha on Thursday said it has launched its online sales in India responding to changes in customer behaviour in the wake of the coronavirus pandemic. ,2020-08-13T13:50:02+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
Hyundai Motor India launches Mobility Membership to enhance customer satisfaction,https://economictimes.indiatimes.com/industry/auto/auto-news/hyundai-motor-india-launches-mobility-membership-to-enhance-customer-satisfaction/articleshow/77521398.cms,"At present, the carmaker has tied up with 20 partners across vehicle needs, mobility services and lifestyle companies to offer exclusive benefits to Hyundai customers.",2020-08-13T13:42:54+05:30,http://economictimes.indiatimes.com/industry/auto/rssfeeds/13359412.cms
DoT moves NCLAT against Aircel resolution nod,https://economictimes.indiatimes.com/industry/telecom/telecom-news/dot-moves-nclat-against-aircel-resolution-nod/articleshow/77624915.cms,"The DoT alleged that Aircels resolution blueprint is a liquidation plan not aimed at reviving the bankrupt telco and includes the transfer of spectrum, which the government has yet to approve. ",2020-08-19T07:18:25+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
"TRAI asks Airtel, Vodafone Idea to submit pending data post priority plan presentation",https://economictimes.indiatimes.com/industry/telecom/telecom-news/trai-asks-airtel-vodafone-idea-to-submit-pending-data-post-priority-plan-presentation/articleshow/77616008.cms,"The regulator recently sent reminders to the two companies to submit the additional data to back their claims. Following this, Vodafone Idea has send some information and sought time till August 20 to submit the rest, while Airtel's response is awaited. The regulator is expected to finalise its views in the next few days, the source added.",2020-08-18T20:07:48+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Paid AGR dues based on RCom spectrum usage under sharing pact: Jio to SC,https://economictimes.indiatimes.com/industry/telecom/telecom-news/paid-agr-dues-based-on-rcom-spectrum-usage-under-sharing-pact-jio-to-sc/articleshow/77611139.cms,"At a hearing in the Supreme Court, senior advocate Harish Salve, representing Jio, told a three-judge bench headed by Justice Arun Mishra that Rs 195 crore had been paid after the Supreme Court's ruling of October 2019, which widened the definition of AGR to include non-core items.",2020-08-18T15:58:28+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Travesty if rivals made to pay each other’s dues: Reliance Jio Infocomm to SC,https://economictimes.indiatimes.com/industry/telecom/telecom-news/travesty-if-rivals-made-to-pay-each-others-dues-reliance-jio-infocomm-to-sc/articleshow/77599570.cms,"The countrys largest telco has been dragged into the adjusted gross revenue (AGR) case mainly between Indias older telcos and DoT after the apex court sought to find out if bankrupt telcos such as RCom, Aircel and Videocon had filed for insolvency to evade paying the dues.",2020-08-17T23:59:37+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
AGR case: Supreme Court asks government if Jio should bear Rcom AGR dues,https://economictimes.indiatimes.com/industry/telecom/telecom-news/agr-case-supreme-court-asks-government-if-jio-should-bear-rcom-agr-dues/articleshow/77594008.cms,"The three-judge bench also asked RCom to explain the fall in the value of its assets, even as the government stressed that airwaves of all telcos, including that of bankrupt companies like RCom, belong to the government. ",2020-08-17T19:05:07+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
"AGR Case: Supreme Court asks Rcom to explain fall in asset valuation from Rs 35,000 crore to Rs 5,304 crore",https://economictimes.indiatimes.com/industry/telecom/telecom-news/agr-case-supreme-court-asks-rcom-to-explain-fall-in-asset-valuation-from-rs-35000-crore-to-rs-5304-crore/articleshow/77592429.cms,"The top court directed RCom's legal representative to explain how the Rcom and its units value eroded from Rs 35,000 crore in 2019 to Rs 5,304 crore as on date of liquidation with a fair value around Rs 10,000 crore.",2020-08-17T17:50:34+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
2G scam: HC asks ED to respond to firm's plea for release of attached properties,https://economictimes.indiatimes.com/industry/telecom/telecom-news/2g-scam-hc-asks-ed-to-respond-to-firms-plea-for-release-of-attached-properties/articleshow/77591897.cms,"Justice Brijesh Sethi, who was conducting hearing through video conferencing, issued notice to the ED on the application by Conwood Construction and Developers Pvt Ltd seeking to modify the high court's March 21, 2018 order by which status quo was directed to be maintained regarding release of the attached properties.",2020-08-17T17:18:15+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
"TRAI recommends SUC be levied on only shared bands, not entire spectrum holding",https://economictimes.indiatimes.com/industry/telecom/telecom-policy/trai-recommends-suc-be-levied-on-only-shared-bands-not-entire-spectrum-holding/articleshow/77588169.cms,"The telecom regulator has recommended that the incremental spectrum usage charge (SUC) of 0.5% levied on operators when they share airwaves, must apply only on the shared bands instead of the entire spectrum holding of the licensee. ",2020-08-17T13:59:48+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Reliance Jio informs Supreme Court it is not liable for Rcom's AGR dues,https://economictimes.indiatimes.com/industry/telecom/telecom-news/reliance-jio-informs-supreme-court-it-is-not-liable-for-rcoms-agr-dues/articleshow/77587684.cms,"According to legal sources, the affidavit filed in the top court ahead of Monday's AGR hearing , clarifies that the telecom government did not demand any AGR dues from the Mukesh Ambani-led telco, for its spectrum sharing and trading agreements with Rcom. ",2020-08-17T13:32:21+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Accelerating domestic production of telecom gear in strategic interest: Trai chief,https://economictimes.indiatimes.com/industry/telecom/telecom-news/accelerating-domestic-production-of-telecom-gear-in-strategic-interest-trai-chief/articleshow/77571092.cms,"While the country has become a manufacturing powerhouse for mobile handsets, the same must also be done for telecom equipment which form the ""central nervous system"" of sensitive and strategically-important telecom networks, Sharma told PTI.",2020-08-16T11:57:55+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Jio-RCom spectrum sharing deal not connected with AGR liability: Sources,https://economictimes.indiatimes.com/industry/telecom/telecom-news/jio-rcom-spectrum-sharing-deal-not-connected-with-agr-liability-sources/articleshow/77559981.cms,A Supreme Court bench had on Friday sought to know why Reliance Jio Infocomm Ltd (RJIL) must not pay adjusted gross revenue (AGR) dues of Reliance Communications since it has been using the latter's spectrum since 2016.,2020-08-15T12:44:05+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Supreme Court asks Jio why it shouldn't be paying AGR dues for the RCom spectrum it uses,https://economictimes.indiatimes.com/industry/telecom/telecom-policy/supreme-court-asks-jio-why-it-shouldnt-be-paying-agr-dues-for-the-rcom-spectrum-it-uses/articleshow/77546441.cms,"Jio has cleared its own AGR dues of Rs 198 crore while Rcom now owes the government Rs 25,194.58 crore in statutory dues, including those of Sistema Shyam Teleservices (Rs 222.1 crore), which was merged with it. ",2020-08-14T18:04:23+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
RCom insolvency process to collapse if spectrum is not a part: SBI tells Supreme Court,https://economictimes.indiatimes.com/industry/telecom/telecom-news/rcom-insolvency-process-to-collapse-if-spectrum-is-not-a-part-sbi-tells-supreme-court/articleshow/77529064.cms,"Without any spectrum to use, the telco would cease to continue as a going concern and cannot be transferred as a going concern, as required by the Insolvency and Bankruptcy Code, SBI said in an affidavit.",2020-08-13T20:44:46+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
"China’s Huawei, ZTE set to be shut out of India’s 5G trials",https://economictimes.indiatimes.com/industry/telecom/telecom-news/chinas-huawei-zte-set-to-be-shut-out-of-indias-5g-trials/articleshow/77528916.cms,"The South Asian nation will apply investment rules amended on July 23 that cite national security concerns to restrict bidders from nations it shares land borders with to keep out the companies, people familiar with the issue said, asking not to be identified citing rules.",2020-08-13T20:30:30+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Digital offerings growing area of investment for every telecom company: Report,https://economictimes.indiatimes.com/industry/telecom/telecom-news/digital-offerings-growing-area-of-investment-for-every-telecom-company-report/articleshow/77524497.cms,"""Digital offerings...this is a growing area of investment for every telco, with Jio leading the way. music, movies, financial services, video conferencing solutions, etc have already been launched by Airtel and Jio, and we see these getting enriched,"" Morgan Stanley said.",2020-08-13T16:28:01+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
Telcos warn users to be wary of ISD charges for online meeting apps,https://economictimes.indiatimes.com/industry/telecom/telecom-news/telcos-warn-users-to-be-wary-of-isd-charges-for-online-meeting-apps/articleshow/77508625.cms,Alerts went out via SMS to customers after Telecom Regulatory Authority of India (Trai) ordered that operators warn their subscribers that ISD rates will be charged for the international numbers in dial-in features of these apps. Both Trai and telcos have received complaints of bill shock during the last few months where India Inc logged went on work from home mode. ,2020-08-12T20:35:11+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
"Telcos evolving into digital networks a positive sign: R S Sharma, Chairman, Trai",https://economictimes.indiatimes.com/industry/telecom/telecom-news/telcos-evolving-into-digital-networks-a-positive-sign-r-s-sharma-chairman-trai/articleshow/77505998.cms,"Describing the sector as a ""shining star"" for maintaining 24X7 connectivity even amid the COVID-19 crisis, Sharma said telecom has become more important and necessary for overall life of the community than ever before, adding that he expects the trend to continue.",2020-08-12T18:16:29+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
New tariff plan is not a new service: Vodafone Idea Ltd counters Trai on priority offering,https://economictimes.indiatimes.com/industry/telecom/telecom-news/new-tariff-plan-is-not-a-new-service-vodafone-idea-ltd-counters-trai-on-priority-offering/articleshow/77504406.cms,"VIL has countered Trai's contention that the RedX plan, which commits higher speeds, should have been informed separately so different aspects could have been examined before such service was launched. ""It is not a new service and the service remains same... A new tariff plan is not a new service,"" VIL said ",2020-08-12T16:51:15+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
