Date,Company,Title,Description,Link,Domain
27-05-2020,,US fintech Cleareye.ai acquires India's Aiware.ai," Acquisition.ai   California-based Cleareye.ai has acquired Aiware.ai to help further its efforts to sell artificial intelligence to banks.   The Indian startup will be renamed Cleareye.ai India Pvt Ltd, serving as the dedicated product development and R&D division of the company. 
 The Kerala-based office is set to add around 100 staff in domains like data science and artificial intelligence.     ""We marry customer experience and risk management for banks to simplify their operations and increase top line and bottom line growth through our outcomes-driven platform, which can be readily integrated with the banks' existing systems at little incremental cost and minimal disruption to existing technology footprint,"" Sarath Sasikumar, co-founder and chief program officer at Cleareye.ai, said.   The company's primary focus is on virtual assistants that provide financial advice, sentiment mining, fraud detection, and other banking-related functionality.   The combined forces of our team in India and the global company will strengthen our ability to offer unique solutions leveraging artificial intelligence, bionic automation, and advanced analytics, Chandrasekhar Somasekhar, chief architect at Aiware.ai, said.    The company previously sold its solutions to  Cleareye.ai, including ConverseWare, a banking conversation tool, as well as credit risk analytics and AI consulting.   ""We are incredibly excited about our journey ahead and are looking forward to exploring the wide opportunities this union will bring, AIWare.ai COO Sachith Sebastian said. Juniper Research reported that AI-powered chatbots alone saved banks $127m in costs in 2019.   Juniper Research recently reported that AI-powered chatbots alone saved banks $127 million in costs in 2019. ",https://aibusiness.com/document.asp?doc_id=761339&site=aibusiness,Finance
27-05-2020,,AI-powered chatbots saved banks $127m in 2019," More expensive call centers = more savings with AI   Chatbots are saving businesses money, but no other industry has benefited from this tech as much as banking, according to Juniper Research.  
The analyst firm estimates that savings of $165 million were enabled by chatbots in 2019, with the banking sector responsible for 77% of the total.   Large cost savings in the banking sector are predominantly caused by the comparatively higher costs relating to customer service operations, states the Juniper study.  
Rather than outsourcing call centers abroad, banks have sought to improve customer loyalty by hosting customer service advisors in native call centers, thus increasing the cost due to higher wages.     Juniper defines a chatbot as a computer program utilizing technology designed to simulate conversational interactions with human users, which may also include automated processes triggered from these interactions.   The three main types of chatbots are app-based, web-based, and those on popular messaging platforms.   In time, chatbots could become sophisticated enough to complete a range of complex tasks on behalf of a person without any assistance from human agents, according to Juniper.   The total number of chatbot interactions in 2019 passed four billion, generating retail spending estimated at $2.8 billion.   Far East and China accounted for 88% of the total spend from chatbot transactions. More than $80 billion is projected to be spent via chatbots in China in 2024.   In addition to banking, the retail sector is expected to benefit from advances in natural language understanding (NLU), which can enable chatbots to more appropriately process human interactions, with accurate, automated responses.   More than 50% of retail chatbot interactions are expected to be completed without human intervention by 2024.   Two-thirds of consumers surveyed in 2018 said that an AI-powered chatbot would be useful in assisting them and 44% would rather communicate with a chatbot than a real person.   Chatbots also are being deployed for applications outside customer service. For example, the Development Bank of Singapore used chatbot technology to streamline its job application process. The AI-based system helped perform the assessment of a candidates resume in eight minutes compared to the 30-minute manual process, according to the bank.   Financial institutions are not alone in turning to AI-powered chatbots to aid in customer interactions.   Amazon has been testing neural-network-based automated chat systems to automatically deal with common customer service requests and help customer service agents, as detailed earlier this year by Chain Store Age. ",https://aibusiness.com/document.asp?doc_id=761338&site=aibusiness,Finance
21-05-2020,,"Gartner names cool vendors in AI for banking, investment services"," Four companies are making waves in the hotly contested market   Banking and investment businesses are increasingly turning to AI software to optimize their operations, and a recent report from Gartner shines a light on several vendors providing this tech.   The majority (53%) of financial institutions are employing AI methods to foster new thinking and disrupt business models, the firm said, as it identified four tech suppliers as Cool Vendors in AI for Banking and Investment Services.     The Cool Vendors offer solutions that target direct capital market and asset management operations or solutions that can enhance delivery of products and services to the customers, according to Gartner.   They leverage AI technologies, such as deep learning, natural language processing and predictive analytics with the goal of reducing cost, increasing revenue or improving customer experience.   Such AI solutions can help with risk management, optimizing operations and improving decision making.   For example, Socure uses machine learning to improve risk management by analyzing information from thousands of disparate data sources in real time.   By utilizing advanced data science and machine learning techniques, we are able to improve the overall identity verification performance and user experience, said Tom Thimot, CEO of Socure, which is in use by more than 200 banks, lenders and payment providers globally.   Eigen Technologies, another cool vendor, uses its natural language platform to provide clients with self-service data extraction and analysis. The platform aims to help organizations improve operational efficiency by using the banks internal data.   Axyon AIs products focus on benchmarking, managing risk and meeting positive client returns. The company leverages deep learning for client support in asset management and capital markets.   The fourth 'cool vendor,' Tenspace, analyzes social media using AI-based tools to improve decision making for three scenarios: credit scoring, lending, and anti-money laundering.   Artificial intelligence and machine learning were ranked as the top game-changing technologies in financial services, according to the 2020 Gartner CIO Survey.   Following AI (27%) were data analytics (26%), cloud computing (24%), APIs (18%), digital transformation (14%) and operation process technologies (8%).   Back in 2019, Gartners AI in Organizations survey found that the majority (56%) of financial services executives saw AI as a way to optimize their current processes.   Gartner has published its Cool Vendor research since 2004 across nearly 100 different market areas, including retail, data science and analytics, typically highlighting lesser-known, emerging vendors. The criteria for naming the cool companies, nominated by Gartner analysts, includes being innovative, impactful and intriguing.   Gartner makes three recommendations for banking and investment services looking to deploy AI-based tools for their business:     Gartner does not officially endorse its cool vendors, and always adds a disclaimer about evaluating their fitness for a particular purpose. But, if nothing else, the cool vendors earn serious bragging rights. ",https://aibusiness.com/document.asp?doc_id=761321&site=aibusiness,Finance
05-05-2020,,The disruptive influence of FinTech in data centers," by Spencer Lamb, KAO Data 5 May 2020   The last 40 years have seen more change in the financial trading sector than the previous 140. The 1980s witnessed a new breed of salesmen on the trading floors, while the deregulation of the 1986 big bang changed stock markets around the world.   There are many myths around the perceived secrets to success within this markets innovative processes.  
They include the legend of location, where companies have built trading offices close to landfall sites for ultra-low latency international connectivity links, in order to gain valuable milliseconds on trades.   There are whispers regarding technologies, such as in the early 2000s, where arrays of programmable logic supported the fastest processors, which ran parallel and computational intensive processing and dramatically increased the capabilities for early algorithm-based trading systems. In hindsight, its no small wonder that Intel purchased Altera, the field-programmable gate array (FPGA) manufacturer, for over $16 billion in 2015.   Each of these illustrates this industrys urgent need for resilient, high performance computing (HPC) systems that operate with minimum latency, delivering immense computational power and data storage capabilities that maximize and enable profitable trades and investments. However, for many Artificial Intelligence (AI), has had what can only be described as a game-changing impact.     Today, conferences such as NIPS and the AI Summit have fast become Meccas for the global AI industry. For many, joining these events offers direct access to new HPC technologies, expert consultants, manufacturers and data scientists; those who not only understand the convergence of software and hardware in FinTech, but who can collaborate to unlock the next phase of profitable growth. To put it bluntly, banks and Hedge Funds are now ready to put their money where their mouth is, investing in people and machine learning technologies to gain a competitive edge in the financial arena. According to a new research report from Omdia, the financial services industry will be responsible for 10 percent of all spending on AI software and by 2025, the market could be worth around $126 billion. This is a significant increase from 2018 where the estimated market value was around $10.1 billion. There are many cost savings directly enabled via deploying new technologies, and according to Business Insider Intelligence, AI applications could save banks as much as $447 billion by 2023.   AI requires IT workloads unlike anything that financial organizations have seen before. The combination of big data, AI and machine learning to evaluate investment opportunities and optimize trading portfolios, whilst mitigating risks, are changing quantitative data analysis techniques.   Therefore the design of the HPC infrastructure required to undertake this level of analysis is one that has to be underpinned by next-generation data center infrastructure.   Today, machine-learning models are used for credit decisions, to predict risk, to analyze contracts and within both fraud detection and Anti-Money Laundering (AML) initiatives. Algorithmic trading, of course, hasn't gone away, according to Seeking Alpha, by the start of 2019, 80 percent of the daily fluctuations in US stocks were machine-led. New hardware systems, tools and technologies are therefore constantly in development to support faster and more accurate decision-making.   Infrastructure systems today have access to millions of data points collected in many different formats. They include structured, semi-structured and unstructured data. Larger datasets taking into context stock prices, company statements, earnings reports, economic indicators, in addition to data generated via non-traditional sources like social media, web traffic and news platforms, now offer the ability to contextualize a more complete picture and deliver far better trading decisions.   The systems aggregating and processing this level of complexity are helping to determine what information is important and indicate where trends or change in sentiment may generate new financial opportunity.     Most AI-based products are powered by machine learning models and involve two stages of development: training and inference. Inference is the simpler of the two and can be done on edge computing devices  take the input, run it through the model, and get your results. In contrast, training, the process of generating the model from scratch using example data, requires massive amounts of storage and compute power, which often means the need for a data center.   In extreme cases  major language models that power some of the most popular online services can require petabytes of data and hundreds of kilowatts of power to generate more-accurate results. System training workloads also need parallelism, which means cores, and lots of them. Targeting a training workload at a traditional CPU with up to 64 cores will produce a result, but there are far superior ways to do this.   The trend for parallelism, for example, has revitalized the GPU, which now offers thousands of compute cores onboard single chips and has made Nvidia a perennial investors favorite.   Where there is profit there will always be competition, and the size of the prize caused an explosion in new chip architectures from startups like Graphcore, Ampere and Cerebras. Meanwhile semiconductor veteran Xilinx has reimagined its FPGA technology for the needs of machine learning, with the adaptive compute acceleration platform (ACAP).     What unites all of this new IT capability is its power requirement and the ability to remove the heat in a safe and efficient process. Legacy data centers using chilled air to cool the technology suite are not designed to maximize the operation of AI servers and will often require completely different cooling infrastructures, involving a large investment in upgrades or retrofit.   New AI server architectures, with an average power usage of 30+ kW per rack, require specific cooling strategies that only the latest data center designs are capable of accommodating and for the end-user, customization in design is key to anticipating their ever-changing needs.   Liquid cooling, for example, requires infrastructure that contradicts the old data center premise that water and servers should never meet. What we are witnessing is a massive increase in compute density, which again creates other pressures. The power that facilities can operate within was previously designed based on a nominal server/rack energy usage, yet AI-servers are changing power utilization across site.   Water-cooled processing also means new rack and enclosure architectures, which are evolving away from air-cooled cabinets and indeed many legacy data centers are not engineered to accommodate the floor weight loading that AI-racks require.   Overall, providing the infrastructure that supports AI and ML workloads requires a different approach to design, to cooling and a reputation for technical excellence. For this reason, banks are frequent guests at industry events. Partnerships with the developers and users is essential as AI and machine learning projects are complex, not only because they require a particular set of data, software and skills, but they also need businesses to implement and support ever-changing types of hardware.   Although innovation in the sector is a constant, designing and building the structures to accommodate the latest software requires customizable architectures, built to the latest specifications such as OCP (Open Compute Project) and which remain highly scalable to meet the demands of AI and HPC.   Today, Kao Data has been founded with the expertise to design and build bespoke and enterprise-scale data centers with outrageous power densities. It offers businesses from London and further across the UK Innovation Corridor towards Stanstead and Cambridge, the first generation of facilities suitable for hyperscale-level machine learning on an industrial scale.   The technological requirements in Financial Services are driving innovation in colocation. Yet for these organizations, a data center is not just a secure home for their servers. Through collaboration, partnership and technical excellence they now offer strategic capacity, 100% uptime and scalability, enabling ultra-fast AI processing and highly profitable financial transactions.    Spencer Lamb is VP of Sales and Marketing at KAO Data, a data center campus located near London. ",https://aibusiness.com/author.asp?section_id=789&doc_id=761293,Finance
29-04-2020,,How banking benefits from AI and voice technology," Banks are implementing machine and deep learning capabilities to improve and learn from customer experiences, offer conversational banking, and enable the next generation of investors   by Rana Gujral, Behavioral Signals 29 April 2020   From the implementation of self-serve ATMs in the 1960s to the widespread use of computers in the late 1970s and early 1980s, Fintech has always been the cutting edge space for innovation that directly impacts the consumer.   Its no surprise then that the banking industry spent nearly $30 billion on data and business analytics tools and software in 2019. Business Insider Intelligence estimates that banks can save as much as $447 billion through artificial intelligence by 2023, by using it for customer service, anti-fraud efforts, and underwriting support. Additionally, banks have been cited to use AI tech far more than many other industry, with 75% of banks already doing this to some degree.   Its the consumer-side of banking that presents the greatest opportunity for AI integration, however. With upwards of $200 million in potential cost savings, banks are leveraging AI tools to measure and improve the customer experience, and offering robo-advisory tools to help new investors jump into the stock market. Lets take a closer look at these use cases and the role that AI and voice play in the banking industry.     Consumers have come to expect a highly personal experience that is specific to their needs. At scale, this is difficult to deliver with human operators alone. The consistency of service is variable, and the ability to handle complex problems in real-time is limited.   Voice technology is leading the way in improving this experience and augmenting human customer service agents to be better at their jobs. In addition to processing millions of transactions and customer interactions every day, banks are now also able to evaluate customer voice data in real-time to identify their behavioral patterns in order to best match customers with agents to achieve desired results. This technology will be essential to not only speed up the process to improve real-time efficacy, but also provide better support and customer satisfaction when faced with such challenges as debt payments and loans. When the right customer is matched with the right customer service agent, not only will the interaction be optimized to produce the desired result on both ends, it will also lead to higher satisfaction from both client and employee.   Behavioral prediction algorithms are able to identify potential issues based on the customers voice patterns, the cadence of their speech, and their past behavior on previous calls. Emotion AI can identify when someone grows upset and route them to the correct agent proactively. Similarly, the system can provide real-time instructions and recommendations to the customer service agent to address challenges as they arise.   AI is also being used to predict purchasing and payment behavior. This can help inform credit decisions, provide better fraud detection services that are more proactive, but accurate enough to avoid disrupting a consumers card usage, and much more.     Banks have been pushing customers towards digital solutions; it's been more than twenty years since the first online banking websites launched. As customers have grown more comfortable with their smartphones, mobile banking has taken hold as the preferred means by which most consumers deposit checks, check balances, and make inquiries. AI is helping in the form of conversational banking.   Chatbots are able to perform a range of tasks that once required a human operator, including checking balances and answering frequent questions. AI makes it possible to provide a more personalized experience for all customers. Customers who are traveling for work and have a transaction declined can be quickly routed to the appropriate agent who will have access to their information in advance. Customers who are angry can be evaluated by an emotion AI agent, which can provide escalation recommendations to an agent to address the problem before it grows.   Banking is one of the truly omnichannel experiences in American life, but today, almost 75% of all bank transactions being done online. That can create a disconnect when a customer does visit a branch. AI tools can provide valuable insights both to phone agents and bankers to maintain consistency across all transactions.     Investing traditionally was not easy. It required a fair amount of initial capital, a large amount of data, and the time to invest. The only real way to engage with the stock market was through a financial advisor who held onto data with an iron grip. Those same advisors, however, frequently would decline small net-worth clients, severely limiting the options most people had if they wanted to invest.   AI systems are democratizing data and making it possible for more people at different stages in their lives to invest in the stock market, with the right insights. Tools like Betterment enable clients to sign up, signal their preferences and allow the AI system to invest on their behalf. The apps are programmed to capture key factors like overall investment goals, retirement plans, risk tolerance and more; such systems benefit from the fact that more than 90% of trades in some markets are now made by computers.   Not only do robo-advisors provide the data and insights that new investors need to participate in the market, despite a small portfolio; they do it often at less than 10% of the fee that traditional advisors charge.   Were still in the early days of robo-advisors and AI-driven trading for consumers, but by 2022, Business Insider Intelligence estimates that these tools will be responsible for more than $4.6 trillion in assets.     AI is being implemented across the financial industry. From back-end functions that influence a banks fundamental operations - how it distributes credit and monitors transactions - to front-end customer service and product offerings, AI is helping to improve the user experience.   By utilizing chatbots online and voice assistant technology over the phone, banks are able to develop stronger relationships with customers and a seamless experience across all levels of the bank - whether at an ATM while on vacation, or on the phone after a transaction is declined. This level of integration is helping the financial industry offer better, more personalized experiences, streamline productivity and grow their offerings without sacrificing quality at any stage of the process.    Rana Gujral is the CEO at Behavioral Signals, an emotion and behavior recognition software company. ",https://aibusiness.com/document.asp?doc_id=761287&site=aibusiness,Finance
04-03-2020,,Intelligent Automation: The key to fighting financial crime?," by Guy Matthews   John Sabatini leads the Americas Anti-Money Laundering (AML) team at PwC. For the past fifteen years, he has focused on financial crime and anti-bribery.
Today, John is responsible for multiple financial crime units that aspire to combine business knowledge with new IA technologies to make AML processes run more efficiently and productively. 
Today, John is responsible for multiple financial crime units that aspire to combine business knowledge with new IA technologies to make AML processes run more efficiently and productively.   AIB: How are banks keeping up with the modern financial crime landscape?   JS: Weve seen the market change really rapidly over the last couple of years. This is a high-spend area for banks, and theyve recognized over the last three or four years that throwing bodies at this problem is completely unsustainable. Some banks were spending hundreds of millions of dollars on growing AML teams, and now they have really started investing in automation, AI, and more thoughtful ways of doing things.   AIB: What are the key aspects of AI that PwC is investing in?   JS: Weve invested in three key areas of automation and AI. Digitizing the investigative procedures was our first step. Here, weve focused on focal entity consolidation  aggregating customer activity across accounts so we can see it all at once. Then, theres network analytics. There are a lot of common networks, payments, and relationships that investigators spend a tremendous amount of time trying to piece together. Today, you can make maps of recurring payments and transactions without having to do it from scratch every time, and therefore speed up decision-making. Finally, there are common fact patterns (CFP). Once youve investigated someone and youve come to a resolution, you can identify a CFP, and if nothing has substantially changed in the relationships or the activity, you dont need to do the work all over again  thanks to automation.   The second area involves designing more intelligent models. Here, weve aimed to bring some of the common investigative procedures into the monitoring models themselves, so the models can produce more effective, intelligent alerts based on the results of prior investigations and common relationships in the data.   The third area is dynamic KYC (know-your-customer) modelling. We use AI and automation to modify the customer risk scoring model to ensure outliers are identified and properly scored within the model.   AIB: Does automation impact business culture?   JS: Many financial institutions have developed a culture of empire-building around investigation teams. What were seeing now instead is companies building sustainable programs that leverage the latest automation and AI technologies to improve quality, use teams more efficiently, and reduce the number of staff. By reducing the amount of highly repetitive manual activity, firms are able to keep their most talented people reviewing more complicated cases, and use automation to do things more consistently. There is some cultural resistance to this, with a lot of concern around people being replaced by bots  but the overall aim is to make investigation teams more efficient, not obsolete.   Then, theres the benefit of timeliness. An activity which previously took four hours to complete can now be done in just two, thanks to automation. Everybody on the team is happy, and the output quality is good. Well go back, and the same person has still taken four hours, because people are used to taking that amount of time  they plan their day around doing one case in the morning and one in the afternoon.   You really need to implement effective management and governance to ensure that culturally, financial crime teams feel more comfortable with automation. Our approach involves educating people on how machines augment human decisions, rather than replace employees.   AIB: What are some of the issues caused by legacy systems?   JS: There are data issues in three different areas. Firstly, theres a whole host of problems around reliability of customer data. Theres information that could be years old that may have changed over time without being corrected.   Secondly, theres the challenge of aggregating information across silos. There could be really good information filled with inconsistencies. As you collect individual datapoints, through something like focal entity consolidation, youll see a lot of disparity in the data that needs to be reconciled.   Finally, even in transactional data, there are a lot of missing pieces. Many payment networks out there may not require specific information to process a transaction. There may be some data on the originator, but very little information on the beneficiary. What were seeing a lot of companies do today is force correspondent banks to provide that information. Instead of just processing consumer data, compliance officers should be processing transactions on the condition that proper monitoring of the necessary information is carried out.   AIB: What's one advice you would give to someone starting with AML automation?   JS: Everyone is trying to fix the entire data collection process before applying automation to it, but thats where they fail  theyre taking on too much. Instead, you need to start looking at the very repetitive processes that are using a lot of time and labor (what I call the major muscle groups), isolate them, then identify the points of automation. Weve seen this bottom-up approach being much more successful. If you try coming at AML from the perspective of a technology looking for a solution, well, weve seen that fail repeatedly.      This interview is part of Your Intelligent Automation Journey, an AI Business eBook produced in partnership with WorkFusion.    To receive your free copy of the eBook, please fill in the form below.  ",https://aibusiness.com/author.asp?section_id=789&doc_id=761231,Finance
03-03-2020,,AI: The digital with a difference," by James Buckley, Infosys Finacle 2 March 2020   A leading global market intelligence and advisory services firm predicts worldwide spending on Artificial Intelligence (AI) technologies to grow sharply from US$37.5 billion in 2019 to US$97.9 billion in 2023.    This money is expected to yield a fourfold benefit of about US$450 billion in cost savings over the next couple of years, according to another source.    Banks, along with the retail industry, top the list with projected investments of US$5 billion each (out of the total US$37.5 billion) this year. While the banking industry has always spent big on technology, it is doing things a bit differently when it comes to AI.   One striking difference is that banks are looking to hire AI specialists from outside and build their own capabilities, rather than buying a ready solution like they are doing in the case of cloud or mobility. Goldman Sachs, for example, has hired Amazons Charles Elkan to spearhead its AI strategy; JP Morgan has brought Carnegie Mellon University professor, Manuela Veloso on board as head of AI research. The reasons are many and compelling  AI expertise is still very limited; currently available solutions are not standardized; and the technology is so vast and versatile that no two banks want to use it the same way.    The second difference is that banks are deploying the different technologies under the AI umbrella enterprise-wide, in the front, middle and back office. Contrast this with mobility, used mainly in customer experience, or cloud, in infrastructure provisioning. Stuart Russell, in his 2003 book entitled Artificial Intelligence: A Modern Approach, argues that AI is superior to any other technology because it alone is capable of sensing, comprehending, acting and learning. Because AI can sense what is happening, comprehend the event, take informed action in real-time and learn throughout this cycle, it finds unlimited use cases in banking.     The chatbot is the most-adopted AI use case in banks; 39 of the worlds 100 largest banks have it. Figuring right at the top of the peak of inflated expectations in the Gartner Hype Cycle for Artificial Intelligence, 2019, the chatbot has promised more than it has delivered. For instance, it is not quite clear how it has helped customer service in the three to five years it has been around. That being said, the chatbot is here to stay and maybe this is the year that it will start to prove its potential.    In the front office, AI is visible in customer service (chatbot) and sales (making next-best recommendations, for example); in the middle office, machine/deep learning is helping to detect and prevent fraud; in the back office, AI is finding application in identity management, risk mitigation, credit scoring, collections management, etc.    Especially powerful is AIs ability to leverage big data and analytics. Banks are sitting on an enormous pile of highly underutilized data from the last fifty to sixty years. In contrast, their digital-born challengers are putting their (much smaller) data to full use across a spectrum of functions to improve efficiency, experience and engagement.    As data continues to explode  from 4.4 zettabytes in 2013 to 44 zettabytes in 2020  the incumbents analytical disadvantage versus their new competitors will grow, perhaps to a point of no return, unless they find a solution. That solution may be found in AI technologies, such as machine learning and advanced analytics that are capable of handling the volume, variety (structured/unstructured, text/voice/video etc.) and velocity (sporadic, real-time) of big data and turning it into unprecedented value for the banks and their customers.   The third difference of AI is that because it is everywhere, it can help scale digital transformation throughout the bank:          The digital revolution has yielded several indispensable technologies such as mobility, Internet of Things and blockchain. But none can match the ability of AI to be everywhere, and do everything, in the bank.    James Buckley is European head of Finacle, a core banking platform being developed by EdgeVerve Systems, a subsidiary of Infosys ",https://aibusiness.com/document.asp?doc_id=761229&site=aibusiness,Finance
03-02-2020,,Accenture is buying British machine learning startup Mudano," Making its fourth AI acquisition within a year   by Max Smolaks 3 February 2020   Accenture is acquiring Mudano, a data consultancy with customers primarily in the financial services industry, headquartered in London.   The company develops and implements a platform that captures project data - such as daily tasks, meeting notes, resource information and progress reports - and uses machine learning to predict the path of a project.   According to Mudano, this approach can help foresee issues, improve productivity and deliver projects more efficiently.   Financial terms of the deal were not disclosed.    Update: The Sharktower software, developed by the startup, will carry on as a separate business.     Mudano has been working to put artificial intelligence in service of better project outcomes since 2014. It develops a proprietary platform called Sharktower, serving as a front-end for its project optimization efforts.     The company can help with data strategy, data analytics and applied machine learning, placing it somewhere in the middle between a software firm, a data science lab and a consultancy.   Mudano has trademarked its approach as ""Delivery Science"" and says it has been running complex change programs and portfolios with budgets exceeding £100m.    According to FutureScot, the startup received a £2.6m research and development grant from the Scottish government in 2018, after it agreed to open an R&D facility in Edinburgh.   Following the acquisition, Mudano's staff will join Accentures 20,000-strong Applied Intelligence division, where they will help clients in the financial services sector scale their AI efforts.   However Applied Intelligence is not interested in selling software, so Sharktower will continue to exist as a separate business.    The Sharktower business is not a part of the agreed acquisition  and will continue to develop its AI-driven project and portfolio  management technology, George Marcotte, managing director responsible for the Applied Intelligence group in the UK and Ireland, told AI Business.   Sharktower is still available for purchase with a range of enterprise pricing models and extensive support for all customers.   Accenture launched Applied Intelligence in February 2019, looking to combine its expertise across artificial intelligence, data management, analytics and automation. The division has since absorbed AI firms Clarity Insights, Pragsis Bidoop and Analytics8, and now employs a total of 6,000 data scientists, data engineers and AI professionals.   Mudanos focus on helping clients build a data culture aligns perfectly to Accentures applied intelligence strategy,"" Marcotte said. ""By creating a strong data foundation  supported by the right skills, stakeholders and technologies  our clients can transform at speed and scale and fuel real change for their business. ",https://aibusiness.com/document.asp?doc_id=761192&site=aibusiness,Finance
10-01-2020,,Intel enters AI partnership with Chinas largest insurer," Agreement with Ping An Technology will involve a joint laboratory, cooperation on products   by Max Smolaks 10 January 2020   Ping An Technology has announced a strategic collaboration with Intel that will see the two companies establish a joint laboratory, cooperate on products and technology, and form a joint project team in areas of high-performance computing and AI.   Ping An Technology is a subsidiary of Ping An
Insurance, considered to be Chinas largest insurer and the second largest in
the world after Berkshire Hathaway.   ""Partnering with Intel will give Ping An an edge to boost our
cloud technologies and to supercharge our AI-based services and solutions, said
Ericson Chan, CEO of Ping An Technology. We will further strengthen our data
protection with Intel hardware-enabled security in finance and healthcare, two
areas where it is so critical.""     Ping An (literally ""safe and well) was founded in 1988 with headquarters in Shenzhen. Its a holding conglomerate whose subsidiaries mainly deal with insurance, banking, and financial services. In July 2019, the market capitalization of the group stood at $220 billion.   As part of the group, Ping An Technology develops and applies tech across five specific industries: financial services, healthcare, automotive, real estate, and smart city services. It is responsible for the Ping An Cloud, a cloud service developed for internal purposes since 2013, and launched as a commercial offering in 2018.   The division claims to employ more than 23,000 R&D personnel and is responsible for filing more than 6,000 patents to date  more than any other financial institution in China. It will come as no surprise that Ping An Technology considers AI among its core proficiencies  it has implemented AI projects for Chinas Ministry of Human Resources and Social Security, Hong Kong electronic identity program, and Guangfa Bank, among others.   ""The two parties will explore joint development in technology
areas including AI, high performance computing, visual computing and FPGAs
using the full range of Intels data-centric portfolio. We plan to innovate and
support an open ecosystem [across] Ping An Technologys Ping An Cloud,"" said
Rose Schooler, corporate VP for Sales and Marketing Group at Intel. ",https://aibusiness.com/document.asp?doc_id=761168&site=aibusiness,Finance
10-01-2020,,Innodata launches contract data extraction and analytics platform," docAnalytics combines AI capabilities and human expertise   by Max Smolaks 9 January 2020   American data engineering specialist Innodata
has expanded its range of AI-based products with the launch of docAnalytics, a web-based platform that can extract key information from contract
documents with a minimal need for human intervention.   The company says its offering is robust enough to be used in financial services, where complex, lengthy documents often require expensive expert
review.   The existence of docAnalytics was revealed
at the AI Summit New York in December.   We are moving from a service provider into
technology-based solutions, Rahul Singhal, chief product officer at Innodata, told
AI Business at the show. What makes us really different is the fact that we
have a trained AI model, but we also have the subject matter experts.      Innodata is a public company thats has been in the data wrangling business for the past 30 years. It has six global delivery centers, covers the majority of languages spoken around the world, and reported $57.4 million in revenue for 2018.   Its latest product trawls through documents to extract a list of computer-addressable data points that can be immediately integrated into corporate datasets.   docAnalytics combines the work of trained machine learning models and subject matter experts to achieve the highest possible accuracy rates. According to Singhal, in a typical deployment scenario, 60-70 percent of the work is done by algorithms.   Innodata can train and maintain the platform
or leave the management to the customers own data team.   Right now, we are training the model to
spot details in contracts like CSCs, MEDs, master agreements, running an AI
model to extract the data points and then allowing legal users and other users
to run reports or take an API and feed it into downstream systems, Singhal
said.    We found is that there's a lot of need for
automation on the contract side, a lot of our clients have been asking for
that. One of the things that differentiates us from our competition is the
robust taxonomy. We have a 1,000-point taxonomy for these legal documents that
none of our competitors have.   Innodata says the platform is designed for managing financing agreements (such as mortgage agreements and leases), trade documents (including shipping orders, bills of lading, and letters of credit), transactional agreements (spanning ISDA, IFXCO, GMRA, prime brokerage, securities lending, investment management and 23 other document types), and fixed income documents (including bonds, prospectuses and indentures).   While market participants often
invest significant resources in the lengthy process of document creation,
typically involving negotiators, lawyers, tax experts, credit officers and
compliance officers, they have lacked the right tools to make it work. The
result is that when something happens requiring quick thinking  such as a
bankruptcy, default, acquisition, a ratings downgrade, or a net asset value
decline  firms are faced with slow and cumbersome expert reviews, explained Jack
Abuhoff, CEO at Innodata.   With our approach, the experts are
augmented with true digital data and can react quickly to market events and
manage their portfolios of documents proactively. ",https://aibusiness.com/document.asp?doc_id=761166&site=aibusiness,Finance
